Trade_ID,Symbol,Mode,Signal_Date,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Deploy_₹,Stop_Loss,Target,Trailing_Stop,Exit_Reason,P&L_₹,P&L_%,Outcome,Portfolio_Value_After
151,OIL,swing,2021-08-20,2021-08-20,2021-09-08,87.21,98.49,78,6802.379999999999,82.7,98.49,81.2,TARGET,879.84,12.93,WIN,98564.10624999998
152,CHOLAHLDNG,swing,2021-07-20,2021-07-20,2021-09-16,647.84,734.92,10,6478.400000000001,613.0,734.92,601.39,TARGET,870.8,13.44,WIN,78823.78624999999
153,CONCOR,swing,2021-09-02,2021-09-02,2021-09-17,689.58,657.61,19,13102.02,657.61,769.49,646.96,SL,-607.43,-4.64,LOSS,77846.18624999998
154,DLF,swing,2021-09-16,2021-09-16,2021-09-20,328.59,315.67,41,13472.189999999999,315.67,360.9,311.36,SL,-529.72,-3.93,LOSS,79900.73624999999
155,DLF,swing,2021-09-21,2021-09-21,2021-09-22,317.36,354.69,42,13329.12,302.43,354.69,297.46,TARGET,1567.86,11.76,WIN,81468.59624999999
156,CRISIL,swing,2021-09-17,2021-09-17,2021-09-28,2721.98,2570.8,4,10887.92,2570.8,3099.9,2520.41,SL,-604.72,-5.55,LOSS,78173.64624999999
157,COALINDIA,swing,2021-09-28,2021-09-28,2021-09-29,118.03,130.95,115,13573.45,112.87,130.95,111.14,TARGET,1485.8,10.95,WIN,79659.44625
158,JWL,swing,2021-09-22,2021-09-22,2021-09-30,34.55,31.71,393,13578.15,31.71,41.65,30.76,SL,-1116.12,-8.22,LOSS,78563.87624999999
159,ONGC,swing,2021-09-29,2021-09-29,2021-10-05,107.6,119.6,126,13557.599999999999,102.81,119.6,101.21,TARGET,1512.0,11.15,WIN,80211.11624999999
160,CASTROLIND,swing,2021-09-09,2021-09-09,2021-10-06,109.72,114.77,61,6692.92,106.35,118.14,105.23,PROFIT_BOOKING_1,308.05,4.6,PARTIAL_WIN,73640.08625
161,BSE,swing,2021-09-08,2021-09-08,2021-10-08,125.87,137.8,54,6796.9800000000005,117.91,145.76,115.26,PROFIT_BOOKING_1,644.22,9.48,PARTIAL_WIN,81081.28624999999
162,BSE,swing,2021-09-08,2021-09-08,2021-10-11,125.87,145.76,54,6796.9800000000005,117.91,145.76,115.26,TARGET,1074.06,15.8,WIN,88952.32624999998
163,CASTROLIND,swing,2021-09-09,2021-09-09,2021-10-12,109.72,118.14,62,6802.64,106.35,118.14,105.23,TARGET,522.04,7.67,WIN,83225.38624999998
164,AJANTPHARM,swing,2021-10-11,2021-10-11,2021-10-14,1450.18,1392.55,9,13051.62,1392.55,1594.28,1373.33,SL,-518.67,-3.97,LOSS,83408.16624999998
165,CIEINDIA,swing,2021-10-04,2021-10-04,2021-10-18,231.42,252.01,29,6711.179999999999,217.69,265.74,213.12,PROFIT_BOOKING_1,597.11,8.9,PARTIAL_WIN,77126.57624999997
166,CIEINDIA,swing,2021-10-04,2021-10-04,2021-10-19,231.42,265.74,29,6711.179999999999,217.69,265.74,213.12,TARGET,995.28,14.83,WIN,84833.03624999998
167,INOXWIND,swing,2021-10-14,2021-10-14,2021-10-19,32.28,29.79,421,13589.880000000001,29.79,38.49,28.96,SL,-1048.29,-7.71,LOSS,97374.62624999997
168,JWL,swing,2021-10-05,2021-10-05,2021-10-20,34.8,32.09,390,13571.999999999998,32.09,41.57,31.18,SL,-1056.9,-7.79,LOSS,84316.87624999997
169,ENDURANCE,swing,2021-10-12,2021-10-12,2021-10-20,1764.31,1684.57,7,12350.17,1684.57,1963.65,1657.99,SL,-558.18,-4.52,LOSS,96108.86624999998
170,ADANIENSOL,swing,2021-10-19,2021-10-19,2021-10-21,1745.05,1630.82,7,12215.35,1630.82,2030.63,1592.74,SL,-799.61,-6.55,LOSS,107524.60624999998
171,CIEINDIA,swing,2021-10-19,2021-10-19,2021-10-22,267.15,249.72,50,13357.499999999998,249.72,310.73,243.91,SL,-871.5,-6.52,LOSS,120010.60624999998
172,NIACL,swing,2021-08-25,2021-08-25,2021-10-28,157.25,146.07,86,13523.5,146.07,185.19,142.35,SL,-961.48,-7.11,LOSS,132572.62624999997
173,VBL,swing,2021-11-01,2021-11-01,2021-11-08,121.47,131.12,55,6680.85,115.03,137.56,112.88,PROFIT_BOOKING_1,530.75,7.94,PARTIAL_WIN,99820.20624999997
174,POONAWALLA,swing,2021-11-01,2021-11-01,2021-11-15,170.13,188.11,39,6635.07,158.15,200.09,154.16,PROFIT_BOOKING_1,701.22,10.57,PARTIAL_WIN,93624.00624999998
175,POONAWALLA,swing,2021-11-01,2021-11-01,2021-11-16,170.13,200.09,40,6805.2,158.15,200.09,154.16,TARGET,1198.4,17.61,WIN,101627.60624999998
176,UTIAMC,swing,2021-11-04,2021-11-04,2021-11-16,931.47,883.14,14,13040.58,883.14,1052.3,867.03,SL,-676.62,-5.19,LOSS,113991.56624999997
177,ELECON,swing,2021-11-11,2021-11-11,2021-11-22,85.11,94.7,79,6723.69,78.71,101.1,76.58,PROFIT_BOOKING_1,757.61,11.27,PARTIAL_WIN,107921.74624999998
178,ONGC,swing,2021-11-16,2021-11-16,2021-11-23,116.82,111.67,116,13551.119999999999,111.67,129.7,109.95,SL,-597.4,-4.41,LOSS,120875.46624999998
179,ELECON,swing,2021-11-11,2021-11-11,2021-11-25,85.11,101.1,80,6808.8,78.71,101.1,76.58,TARGET,1279.2,18.79,WIN,115478.40624999999
180,VBL,swing,2021-11-01,2021-11-01,2021-11-29,121.47,115.03,56,6802.32,115.03,137.56,112.88,SL,-360.64,-5.3,LOSS,108397.48624999999
181,ONGC,swing,2021-11-24,2021-11-24,2021-11-29,118.29,112.71,114,13485.060000000001,112.71,132.25,110.84,SL,-636.12,-4.72,LOSS,121246.42624999999
182,ELECON,swing,2021-11-25,2021-11-25,2021-12-06,104.02,95.8,130,13522.6,95.8,124.58,93.06,SL,-1068.6,-7.9,LOSS,108878.38625
183,ELGIEQUIP,swing,2021-11-29,2021-11-29,2021-12-06,265.84,314.58,51,13557.839999999998,246.35,314.58,239.85,TARGET,2485.74,18.33,WIN,124921.96625
184,AAVAS,swing,2021-11-30,2021-11-30,2021-12-06,2816.05,2640.55,4,11264.2,2640.55,3254.8,2582.05,SL,-702.0,-6.23,LOSS,135484.16625
185,ANANTRAJ,swing,2021-12-07,2021-12-07,2021-12-13,72.47,80.25,93,6739.71,67.28,85.43,65.55,PROFIT_BOOKING_1,723.54,10.74,PARTIAL_WIN,115945.47625
186,ELGIEQUIP,swing,2021-12-06,2021-12-06,2021-12-16,298.89,332.6,22,6575.58,276.42,355.08,268.93,PROFIT_BOOKING_1,741.62,11.28,PARTIAL_WIN,83714.81624999999
187,LINDEINDIA,swing,2021-12-13,2021-12-13,2021-12-16,2587.12,2430.63,5,12935.599999999999,2430.63,2978.35,2378.47,SL,-782.45,-6.05,LOSS,95867.96625
188,ELGIEQUIP,swing,2021-12-06,2021-12-06,2021-12-20,298.89,276.42,23,6874.469999999999,276.42,355.08,268.93,SL,-516.81,-7.52,LOSS,102225.62625
189,ANANTRAJ,swing,2021-12-07,2021-12-07,2021-12-20,72.47,67.28,94,6812.18,67.28,85.43,65.55,SL,-487.86,-7.16,LOSS,108549.94625000001
190,RADICO,swing,2021-12-15,2021-12-15,2021-12-20,1085.9,1018.32,12,13030.800000000001,1018.32,1254.85,995.79,SL,-810.96,-6.22,LOSS,120769.78625
191,RVNL,swing,2021-12-15,2021-12-15,2021-12-20,32.26,30.38,421,13581.46,30.38,36.96,29.75,SL,-791.48,-5.83,LOSS,133559.76625000002
192,RADICO,swing,2021-12-22,2021-12-22,2021-12-24,1107.37,1211.62,6,6644.219999999999,1037.87,1281.11,1014.7,PROFIT_BOOKING_1,625.5,9.41,PARTIAL_WIN,100414.19625000001
193,NLCINDIA,swing,2021-12-30,2021-12-30,2022-01-12,56.16,60.59,121,6795.36,53.2,63.55,52.21,PROFIT_BOOKING_1,536.03,7.89,PARTIAL_WIN,80934.58625000001
194,WIPRO,swing,2021-12-21,2021-12-21,2022-01-13,315.51,303.54,43,13566.93,303.54,345.43,299.55,SL,-514.71,-3.79,LOSS,93986.80625000001
195,NLCINDIA,swing,2021-12-30,2021-12-30,2022-01-19,56.16,63.55,121,6795.36,53.2,63.55,52.21,TARGET,894.19,13.16,WIN,88104.55625000001
196,VEDL,swing,2021-12-21,2021-12-21,2022-01-24,178.42,167.65,76,13559.919999999998,167.65,205.36,164.06,SL,-818.52,-6.04,LOSS,87776.27625
197,RADICO,swing,2021-12-22,2021-12-22,2022-01-24,1107.37,1037.87,6,6644.219999999999,1037.87,1281.11,1014.7,SL,-417.0,-6.28,LOSS,94003.49625
198,BLUESTARCO,swing,2021-12-29,2021-12-29,2022-01-24,489.64,460.87,27,13220.279999999999,460.87,561.56,451.28,SL,-776.79,-5.88,LOSS,106446.98625
199,ABFRL,swing,2022-01-13,2022-01-13,2022-01-24,308.45,292.45,44,13571.8,292.45,348.45,287.12,SL,-704.0,-5.19,LOSS,119314.78625
200,SOBHA,swing,2022-01-19,2022-01-19,2022-01-24,1005.36,941.16,13,13069.68,941.16,1165.86,919.76,SL,-834.6,-6.39,LOSS,131549.86625
201,BDL,swing,2022-01-25,2022-01-25,2022-01-31,223.25,244.58,30,6697.5,209.02,258.81,204.28,PROFIT_BOOKING_1,639.9,9.55,PARTIAL_WIN,125492.26624999999
202,BEML,swing,2022-02-10,2022-02-10,2022-02-14,762.21,718.82,17,12957.57,718.82,870.66,704.36,SL,-737.63,-5.69,LOSS,124754.63624999998
203,BDL,swing,2022-01-25,2022-01-25,2022-02-22,223.25,209.02,30,6697.5,209.02,258.81,204.28,SL,-426.9,-6.37,LOSS,131025.23624999999
204,TRENT,swing,2022-03-03,2022-03-03,2022-03-07,1126.41,1058.06,12,13516.920000000002,1058.06,1297.29,1035.28,SL,-820.2,-6.07,LOSS,130205.03624999999
205,TRENT,swing,2022-03-09,2022-03-09,2022-03-17,1139.01,1249.2,5,5695.05,1065.55,1322.66,1041.06,PROFIT_BOOKING_1,550.95,9.67,PARTIAL_WIN,97463.61624999999
206,TRENT,swing,2022-03-09,2022-03-09,2022-04-05,1139.01,1322.66,6,6834.0599999999995,1065.55,1322.66,1041.06,TARGET,1101.9,16.12,WIN,79170.27625
207,OBEROIRLTY,swing,2022-03-22,2022-03-22,2022-04-06,892.25,976.35,7,6245.75,836.18,1032.42,817.49,PROFIT_BOOKING_1,588.7,9.43,PARTIAL_WIN,72497.87624999999
208,POONAWALLA,swing,2022-04-05,2022-04-05,2022-04-07,275.65,302.14,24,6615.599999999999,257.98,319.8,252.1,PROFIT_BOOKING_1,635.76,9.61,PARTIAL_WIN,79749.23624999999
209,CDSL,swing,2022-03-11,2022-03-11,2022-04-12,721.19,676.31,18,12981.420000000002,676.31,833.39,661.35,SL,-807.84,-6.22,LOSS,91922.81624999999
210,THERMAX,swing,2022-03-14,2022-03-14,2022-04-13,1925.27,2250.61,7,13476.89,1795.13,2250.61,1751.75,TARGET,2277.38,16.9,WIN,107677.08625
211,POONAWALLA,swing,2022-04-05,2022-04-05,2022-04-13,275.65,319.8,25,6891.249999999999,257.98,319.8,252.1,TARGET,1103.75,16.02,WIN,115672.08625
212,SRF,swing,2022-03-21,2022-03-21,2022-04-25,2569.11,2425.56,5,12845.550000000001,2425.56,2927.99,2377.71,SL,-717.75,-5.59,LOSS,104192.60625
213,SOLARINDS,swing,2022-04-18,2022-04-18,2022-04-25,3015.21,2873.88,4,12060.84,2873.88,3368.53,2826.77,SL,-565.32,-4.69,LOSS,115688.12625
214,HBLENGINE,swing,2022-04-25,2022-04-25,2022-04-29,81.65,91.0,83,6776.950000000001,75.41,97.24,73.33,PROFIT_BOOKING_1,776.05,11.45,PARTIAL_WIN,109687.22625
215,FLUOROCHEM,swing,2022-04-21,2022-04-21,2022-05-04,2886.61,2701.04,4,11546.44,2701.04,3350.53,2639.18,SL,-742.28,-6.43,LOSS,120491.38625000001
216,OBEROIRLTY,swing,2022-03-22,2022-03-22,2022-05-09,892.25,836.18,8,7138.0,836.18,1032.42,817.49,SL,-448.56,-6.28,LOSS,127180.82625000001
217,HBLENGINE,swing,2022-04-25,2022-04-25,2022-05-10,81.65,75.41,83,6776.950000000001,75.41,97.24,73.33,SL,-517.92,-7.64,LOSS,133439.85625
218,SUNPHARMA,swing,2022-05-24,2022-05-24,2022-05-31,872.89,837.56,15,13093.35,837.56,961.2,825.79,SL,-529.95,-4.05,LOSS,132909.90625
219,KEI,swing,2022-06-07,2022-06-07,2022-06-16,1310.3,1218.03,10,13103.0,1218.03,1540.98,1187.28,SL,-922.7,-7.04,LOSS,107731.02625
220,SOLARINDS,swing,2022-06-10,2022-06-10,2022-06-20,2844.88,2662.21,4,11379.52,2662.21,3301.56,2601.32,SL,-730.68,-6.42,LOSS,118379.86624999999
221,ADANIENT,swing,2022-06-01,2022-06-01,2022-07-11,2146.11,2335.77,3,6438.33,2019.67,2462.21,1977.52,PROFIT_BOOKING_1,568.98,8.84,PARTIAL_WIN,72992.19624999998
222,NHPC,swing,2022-07-08,2022-07-08,2022-07-15,28.6,30.89,237,6778.200000000001,27.08,32.41,26.58,PROFIT_BOOKING_1,542.73,8.01,PARTIAL_WIN,80313.12624999997
223,ADANIENT,swing,2022-06-01,2022-06-01,2022-07-20,2146.11,2462.21,3,6438.33,2019.67,2462.21,1977.52,TARGET,948.3,14.73,WIN,87699.75624999998
224,DEEPAKFERT,swing,2022-07-07,2022-07-07,2022-07-22,592.19,651.44,11,6514.09,552.7,690.94,539.53,PROFIT_BOOKING_1,651.75,10.01,PARTIAL_WIN,81402.40624999997
225,SPLPETRO,swing,2022-06-29,2022-06-29,2022-08-01,409.08,387.38,33,13499.64,387.38,463.33,380.15,SL,-716.1,-5.3,LOSS,94185.94624999996
226,DEEPAKFERT,swing,2022-07-07,2022-07-07,2022-08-01,592.19,690.94,11,6514.09,552.7,690.94,539.53,TARGET,1086.25,16.68,WIN,101786.28624999996
227,ELGIEQUIP,swing,2022-07-21,2022-07-21,2022-08-02,363.87,401.52,18,6549.66,338.77,426.62,330.4,PROFIT_BOOKING_1,677.7,10.35,PARTIAL_WIN,81992.84624999996
228,ELGIEQUIP,swing,2022-07-21,2022-07-21,2022-08-03,363.87,426.62,19,6913.53,338.77,426.62,330.4,TARGET,1192.25,17.25,WIN,90098.62624999996
229,WELCORP,swing,2022-08-01,2022-08-01,2022-08-04,225.08,211.4,60,13504.800000000001,211.4,259.28,206.84,SL,-820.8,-6.08,LOSS,89502.22624999996
230,SIEMENS,swing,2022-07-07,2022-07-07,2022-08-10,1535.27,1626.17,4,6141.08,1474.67,1686.78,1454.47,PROFIT_BOOKING_1,363.6,5.92,PARTIAL_WIN,86026.40624999997
231,BAYERCROP,swing,2022-08-05,2022-08-05,2022-08-11,4990.25,4805.86,2,9980.5,4805.86,5451.2,4744.4,SL,-368.78,-3.7,LOSS,95638.12624999997
232,SIEMENS,swing,2022-07-07,2022-07-07,2022-08-17,1535.27,1686.78,4,6141.08,1474.67,1686.78,1454.47,TARGET,606.04,9.87,WIN,102385.24624999997
233,GESHIP,swing,2022-08-01,2022-08-01,2022-08-23,436.0,478.06,15,6540.0,407.95,506.11,398.6,PROFIT_BOOKING_1,630.9,9.65,PARTIAL_WIN,109556.14624999996
234,ELGIEQUIP,swing,2022-08-03,2022-08-03,2022-08-24,428.4,468.9,15,6426.0,401.41,495.89,392.41,PROFIT_BOOKING_1,607.5,9.45,PARTIAL_WIN,116589.64624999996
235,NHPC,swing,2022-07-08,2022-07-08,2022-08-29,28.6,32.41,238,6806.8,27.08,32.41,26.58,TARGET,906.78,13.32,WIN,110742.02624999997
236,ELGIEQUIP,swing,2022-08-03,2022-08-03,2022-08-29,428.4,495.89,16,6854.4,401.41,495.89,392.41,TARGET,1079.84,15.75,WIN,118676.26624999997
237,GESHIP,swing,2022-08-01,2022-08-01,2022-08-30,436.0,506.11,16,6976.0,407.95,506.11,398.6,TARGET,1121.76,16.08,WIN,126774.02624999997
238,ELGIEQUIP,swing,2022-08-30,2022-08-30,2022-09-06,492.07,542.95,13,6396.91,458.15,576.86,446.85,PROFIT_BOOKING_1,661.44,10.34,PARTIAL_WIN,120546.48624999997
239,ELGIEQUIP,swing,2022-08-30,2022-08-30,2022-09-21,492.07,458.15,14,6888.98,458.15,576.86,446.85,SL,-474.88,-6.89,LOSS,126960.58624999998
240,IIFL,swing,2022-08-26,2022-08-26,2022-09-22,339.03,366.34,20,6780.599999999999,320.82,384.54,314.75,PROFIT_BOOKING_1,546.2,8.06,PARTIAL_WIN,134287.38624999998
241,IIFL,swing,2022-08-26,2022-08-26,2022-10-27,339.03,384.54,20,6780.599999999999,320.82,384.54,314.75,TARGET,910.2,13.42,WIN,88329.44624999998
242,SUNPHARMA,swing,2022-10-13,2022-10-13,2022-10-31,932.06,975.62,7,6524.42,903.02,1004.66,893.34,PROFIT_BOOKING_1,304.92,4.67,PARTIAL_WIN,81739.34624999997
243,SUNPHARMA,swing,2022-10-13,2022-10-13,2022-11-01,932.06,1004.66,7,6524.42,903.02,1004.66,893.34,TARGET,508.2,7.79,WIN,88771.96624999997
244,TITAGARH,swing,2022-10-20,2022-10-20,2022-11-02,161.87,150.91,84,13597.08,150.91,189.26,147.26,SL,-920.64,-6.77,LOSS,88179.28624999998
245,ACE,swing,2022-10-27,2022-10-27,2022-11-04,285.52,313.36,23,6566.959999999999,266.96,331.92,260.77,PROFIT_BOOKING_1,640.32,9.75,PARTIAL_WIN,81818.86624999998
246,ACE,swing,2022-10-27,2022-10-27,2022-11-07,285.52,331.92,24,6852.48,266.96,331.92,260.77,TARGET,1113.6,16.25,WIN,89784.94624999998
247,TITAGARH,swing,2022-11-03,2022-11-03,2022-11-09,159.62,175.41,42,6704.04,149.1,185.93,145.59,PROFIT_BOOKING_1,663.18,9.89,PARTIAL_WIN,97152.16624999998
248,EIHOTEL,swing,2022-10-21,2022-10-21,2022-11-14,187.94,176.66,72,13531.68,176.66,216.14,172.9,SL,-812.16,-6.0,LOSS,97086.98624999999
249,USHAMART,swing,2022-10-21,2022-10-21,2022-11-23,132.07,123.01,102,13471.14,123.01,154.71,119.99,SL,-924.12,-6.86,LOSS,109634.00624999999
250,TITAGARH,swing,2022-11-03,2022-11-03,2022-11-28,159.62,185.93,43,6863.66,149.1,185.93,145.59,TARGET,1131.33,16.48,WIN,117628.99625
