Trade_ID,Symbol,Mode,Signal_Date,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Deploy_₹,Stop_Loss,Target,Trailing_Stop,Exit_Reason,P&L_₹,P&L_%,Outcome,Portfolio_Value_After
554,UNIONBANK,swing,2026-01-21,2026-01-21,2026-02-02,167.52,160.5,41,6868.320000000001,160.5,185.09,158.16,SL,-287.82,-4.19,LOSS,161384.3681054687
555,HEROMOTOCO,swing,2026-02-04,2026-02-04,2026-02-16,5656.42,5439.92,2,11312.84,5439.92,6197.68,5367.75,SL,-433.0,-3.83,LOSS,136307.31810546867
556,CEATLTD,swing,2026-02-03,2026-02-03,2026-02-24,3880.7,3690.29,3,11642.099999999999,3690.29,4356.73,3626.82,SL,-571.23,-4.91,LOSS,133992.30810546866
557,M&MFIN,swing,2026-02-23,2026-02-23,2026-03-04,371.83,351.56,36,13385.88,351.56,422.53,344.8,SL,-729.72,-5.45,LOSS,146648.46810546867
558,GPIL,swing,2026-03-12,2026-03-12,2026-03-16,264.7,248.72,51,13499.699999999999,248.72,304.66,243.39,SL,-814.98,-6.04,LOSS,132247.32810546865
559,NMDC,swing,2026-03-12,2026-03-12,2026-03-16,80.87,76.81,168,13586.16,76.81,91.02,75.46,SL,-682.08,-5.02,LOSS,145151.40810546864
560,CCL,swing,2026-02-04,2026-02-04,2026-03-20,1000.15,1074.14,6,6000.9,950.82,1123.47,934.38,PROFIT_BOOKING_1,443.94,7.4,PARTIAL_WIN,151596.24810546864
561,CCL,swing,2026-02-04,2026-02-04,2026-04-06,1000.15,1123.47,7,7001.05,950.82,1123.47,934.38,TARGET,863.24,12.33,WIN,145872.83810546863
562,GPIL,swing,2026-03-25,2026-03-25,2026-04-15,277.3,303.87,24,6655.200000000001,259.59,321.58,253.68,PROFIT_BOOKING_1,637.68,9.58,PARTIAL_WIN,99776.26810546865
563,NMDC,swing,2026-04-06,2026-04-06,2026-04-15,81.4,87.73,83,6756.200000000001,77.18,91.95,75.78,PROFIT_BOOKING_1,525.39,7.78,PARTIAL_WIN,107057.85810546865
564,SCI,swing,2026-04-10,2026-04-10,2026-04-16,243.29,284.69,55,13380.949999999999,226.73,284.69,221.21,TARGET,2277.0,17.02,WIN,122715.80810546865
565,CIEINDIA,swing,2026-04-07,2026-04-07,2026-04-17,452.15,494.35,15,6782.25,424.02,522.48,414.64,PROFIT_BOOKING_1,633.0,9.33,PARTIAL_WIN,116551.34810546864
566,JINDALSTEL,swing,2026-04-07,2026-04-07,2026-04-17,1168.2,1265.64,5,5841.0,1103.24,1330.6,1081.59,PROFIT_BOOKING_1,487.2,8.34,PARTIAL_WIN,122879.54810546864
567,SCI,swing,2026-04-16,2026-04-16,2026-04-17,288.93,319.5,23,6645.39,268.55,339.88,261.76,PROFIT_BOOKING_1,703.11,10.58,PARTIAL_WIN,130228.04810546864
568,NMDC,swing,2026-04-06,2026-04-06,2026-04-29,81.4,91.95,84,6837.6,77.18,91.95,75.78,TARGET,886.2,12.96,WIN,137951.84810546864
569,COALINDIA,swing,2026-04-30,2026-04-30,2026-05-07,481.45,462.44,28,13480.6,462.44,528.97,456.11,SL,-532.28,-3.95,LOSS,137419.56810546864
570,SCI,swing,2026-04-16,2026-04-16,2026-05-08,288.93,339.88,24,6934.32,268.55,339.88,261.76,TARGET,1222.8,17.63,WIN,132043.83810546863
571,COALINDIA,swing,2026-05-07,2026-05-07,2026-05-27,466.65,449.0,29,13532.849999999999,449.0,510.77,443.12,SL,-511.85,-3.78,LOSS,145064.83810546863
572,COALINDIA,swing,2026-06-01,2026-06-01,2026-06-10,472.6,452.35,28,13232.800000000001,452.35,523.22,445.6,SL,-567.0,-4.28,LOSS,137566.83810546863
573,GPIL,swing,2026-03-25,2026-03-25,2026-06-23,277.3,271.75,25,6932.5,259.59,321.58,253.68,TIME_EXIT,-138.75,-2.0,LOSS,130923.78810546863
574,JINDALSTEL,swing,2026-04-07,2026-04-07,2026-06-23,1168.2,1103.24,6,7009.200000000001,1103.24,1330.6,1081.59,SL,-389.76,-5.56,LOSS,137543.22810546862
575,CIEINDIA,swing,2026-04-07,2026-04-07,2026-07-06,452.15,469.3500061035156,15,6782.25,424.02,522.48,414.64,TIME_EXIT,258.0,3.8,WIN,118658.91819702135
576,ABB,swing,2026-06-09,2026-06-09,2026-07-16,6931.0,7692.73,1,6931.0,6626.31,7692.73,6524.74,TARGET,761.73,10.99,WIN,112955.04819702134
577,AUBANK,swing,2026-06-15,2026-06-15,2026-07-20,1033.6,990.77,13,13436.8,990.77,1140.67,976.5,SL,-556.79,-4.14,LOSS,125835.05819702134
578,NESTLEIND,swing,2026-07-01,2026-07-01,2026-07-30,1446.84,1515.82,4,5787.36,1400.86,1561.8,1385.53,PROFIT_BOOKING_1,275.92,4.77,PARTIAL_WIN,118482.83819702134
579,NESTLEIND,swing,2026-07-01,2026-07-01,2026-07-30,1446.84,1521.5,5,7234.2,1400.86,1561.8,1385.53,END_OF_PERIOD,373.3,5.16,WIN,126090.33819702134
579,CCL,swing,2026-07-03,2026-07-03,2026-07-30,1173.0,1190.5,11,12903.0,1118.11,1310.24,1099.81,END_OF_PERIOD,192.5,1.49,WIN,139185.83819702134
579,AARTIIND,swing,2026-07-07,2026-07-07,2026-07-30,478.45,481.8500061035156,28,13396.6,456.33,533.76,448.95,END_OF_PERIOD,95.2,0.71,WIN,152677.63836791978
579,WOCKPHARMA,swing,2026-07-29,2026-07-29,2026-07-30,1916.5,1903.5999755859375,7,13415.5,1823.24,2149.66,1792.15,END_OF_PERIOD,-90.3,-0.67,LOSS,166002.83819702134
