Symbol,CMP,Entry,Target,Stop_Loss,Profit_%,Risk_%,Reward_%,RR_Ratio,ATR,ATR20,Stop_Basis,VCP_Peaks,VCP_Contractions_%,Breakout_Vol_Ratio,RS_Rank,Pct_From_52W_High,Pct_Above_52W_Low,Horizon,Shares_To_Buy,Deploy_₹,Max_Risk_₹,%_of_Portfolio,Regime_Multiplier_Applied,Confidence_%,Confidence_Factors,News_Status,News_Headlines,You_Hold,Held_Qty,Held_Avg,Unrealized_PnL_%,Additional_Shares_Room,Additional_Deploy_₹
LLOYDSME,2051.3,2051.3,2675.57,1925.01,30.4,6.2,30.4,4.9,66.29,63.15,ATR (2x20d),2,"[np.float64(5.9), np.float64(4.8)]",1.54,85.5,0.7,96.8,3-6 months,2,4102.6,252.59,3.0,0.375,80,Base: passed full 7-point Minervini trend template (+35) | VCP confirmed — 2 peaks (+8) | Good R:R 1:4.9 (+12) | Only 0.7% off 52W high — strong (+15) | 96.8% above 52W low — confirmed uptrend (+10),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,2,4102.6
