Symbol,CMP,Score,Grade,Quality,Growth,Technical,Momentum,Sector_RS_Bonus,RS_Rank,Sector_Percentile,Market_Cap_Cr,PE,Fwd_PE,ROE_%,Rev_Growth_%,EPS_Growth_%,Debt_Eq,Div_Yield_%,RSI,Target,Stop_Loss,Target_Low,Target_High,Profit_%,Risk_%,Target_%,Target_%_Low,Target_%_High,SL_%,RR_Ratio,Sector_Bucket,Sector_Label,Valuation_Methods_Used,Valuation_Method_Detail,Real_Analyst_Target_Status,Real_Analyst_Target_Avg,Real_Analyst_Target_Low,Real_Analyst_Target_High,Real_Analyst_Num_Analysts,Target_Disclaimer,Reasons,Horizon,Shares_To_Buy,Deploy_₹,Max_Risk_₹,%_of_Portfolio,Regime_Multiplier_Applied,Sector_Leader_Bonus,Sector_Leader_Reasons,Confidence_%,Confidence_Factors,News_Status,News_Headlines,You_Hold,Held_Qty,Held_Avg,Unrealized_PnL_%,Additional_Shares_Room,Additional_Deploy_₹
ASAHIINDIA,874.7,56,BUY,5,20,14,12,5,56.0,83.3,22402.0,63.49,37.88,10.49,14.8,36.9,55.868,23.0,44.3,970.92,824.4157376627202,918.44,1049.64,11.0,5.7,11.0,5.0,20.0,5.7,1.9,default,Auto & Ancillaries,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 23.0% — paid to hold | EPS growth 36.9% — strong | Revenue growth 14.8% | Earnings accelerating (fwd PE 37.88 vs 63.49) | RSI 44 — ideal 1Y entry zone | Near 52W low (33%) — good entry,1-2 years,5,4373.5,251.42,3.2,0.375,0,,48,Base: model score 56/100 from Quality+Growth+Technical+Momentum | D/E 55.868 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,5,4373.5
FEDERALBNK,356.25,56,BUY,12,23,8,4,5,95.7,87.5,88595.0,19.23,13.31,,21.4,32.7,,34.0,76.5,427.5,343.256311208369,427.5,427.5,20.0,3.6,20.0,20.0,20.0,3.6,5.6,private_bank,Banking,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.59 — undervalued vs growth | Dividend 34.0% — paid to hold | EPS growth 32.7% — strong | Revenue growth 21.4% | Earnings accelerating (fwd PE 13.31 vs 19.23) | Above 50 & 200 DMA — uptrend,1-2 years,14,4987.5,181.91,3.7,0.375,4,Top-3 RS in Banking,64,Base: model score 56/100 from Quality+Growth+Technical+Momentum | PEG 0.59 — growth clearly outpaces price (+8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,14,4987.5
ZFCVINDIA,2405.9,56,BUY,12,18,14,12,0,59.4,54.2,27196.0,2.66,35.89,,32.7,46.1,,17.0,59.1,2887.08,2223.4881890874976,2887.08,2887.08,20.0,7.6,20.0,20.0,20.0,7.6,2.6,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.06 — undervalued vs growth | Dividend 17.0% — paid to hold | EPS growth 46.1% — strong | Revenue growth 32.7% | RSI 59 — ideal 1Y entry zone | Near 52W low (36%) — good entry,1-2 years,1,2405.9,182.41,1.8,0.375,0,,64,Base: model score 56/100 from Quality+Growth+Technical+Momentum | PEG 0.06 — growth clearly outpaces price (+8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,1,2405.9
SARDAEN,517.85,56,BUY,18,16,10,12,0,71.8,54.2,18451.0,16.69,11.06,16.0,-0.6,45.9,35.204,29.0,67.1,621.42,491.18582555123186,621.42,621.42,20.0,5.1,20.0,20.0,20.0,5.1,3.9,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 16.0% — good | PEG ~0.36 — undervalued vs growth | Dividend 29.0% — paid to hold | EPS growth 45.9% — strong | Earnings accelerating (fwd PE 11.06 vs 16.69) | Above 50 DMA,1-2 years,9,4660.65,239.98,3.4,0.375,0,,56,Base: model score 56/100 from Quality+Growth+Technical+Momentum | PEG 0.36 — growth clearly outpaces price (+8) | D/E 35.204 — elevated leverage risk (-8),ok,"[25 Jul 2026, TradingView] Sarda Energy & Minerals Limited Revenue Breakdown – NSE:SARDAEN",No,,,,9,4660.65
SHYAMMETL,1023.15,56,BUY,12,19,11,4,10,59.0,95.8,28768.0,25.74,15.3,,23.5,20.7,8.133,53.0,66.9,1135.7,963.1405128616109,1074.31,1227.78,11.0,5.9,11.0,5.0,20.0,5.9,1.9,default,Metals & Mining,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~1.24 — undervalued vs growth | Dividend 53.0% — paid to hold | EPS growth 20.7% | Revenue growth 23.5% | Earnings accelerating (fwd PE 15.3 vs 25.74) | Above 50 & 200 DMA — uptrend,1-2 years,4,4092.6,240.04,3.0,0.375,0,,48,Base: model score 56/100 from Quality+Growth+Technical+Momentum | D/E 8.133 — elevated leverage risk (-8),ok,"[29 Jul 2026, TradingView] Shyam Metalics & Energy Ltd. Revenue Breakdown – NSE:SHYAMMETL",No,,,,4,4092.6
GVT&D,4053.3,56,BUY,15,30,8,3,0,94.8,54.2,105020.0,85.47,51.45,55.26,42.0,88.7,0.892,24.0,26.2,4499.16,3646.235152671616,4255.97,4863.96,11.0,10.0,11.0,5.0,20.0,10.0,1.1,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 55.26% — excellent | Dividend 24.0% — paid to hold | EPS growth 88.7% — explosive | Revenue growth 42.0% — exceptional | Earnings accelerating (fwd PE 51.45 vs 85.47) | RSI 26 — oversold, contrarian entry",1-2 years,1,4053.3,407.06,3.0,0.375,0,,64,Base: model score 56/100 from Quality+Growth+Technical+Momentum | PEG 0.96 — growth clearly outpaces price (+8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,1,4053.3
SBILIFE,1901.7,55,BUY,5,16,10,12,0,53.8,20.8,190108.0,73.22,54.16,13.7,18.9,21.9,,14.0,65.0,2110.89,1824.6357374587437,1996.78,2282.04,11.0,4.1,11.0,5.0,20.0,4.1,2.7,default,Insurance,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 14.0% — paid to hold | EPS growth 21.9% | Revenue growth 18.9% | Earnings accelerating (fwd PE 54.16 vs 73.22) | Above 50 DMA | RSI 65 — slightly elevated,1-2 years,2,3803.4,154.13,2.8,0.375,12,"Largest market cap in Insurance, Top-3 RS in Insurance, Highest ROE in Insurance",55,Base: model score 55/100 from Quality+Growth+Technical+Momentum,no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,2,3803.4
NYKAA,330.75,55,BUY,0,27,16,4,0,92.6,62.5,93792.0,474.64,117.53,14.34,28.4,290.2,82.405,,58.3,367.13,316.11724215487135,347.29,396.9,11.0,4.4,11.0,5.0,20.0,4.4,2.5,consumer_retail,New-Age Tech,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",EPS growth 290.2% — explosive | Revenue growth 28.4% | Earnings accelerating (fwd PE 117.53 vs 474.64) | Above 50 & 200 DMA — uptrend | RSI 58 — ideal 1Y entry zone | 1M return 7% — stable base,1-2 years,15,4961.25,219.49,3.6,0.375,8,"Top-3 RS in New-Age Tech, Highest ROE in New-Age Tech",47,Base: model score 55/100 from Quality+Growth+Technical+Momentum | D/E 82.405 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,15,4961.25
PAYTM,1321.5,55,BUY,0,27,16,8,0,76.1,62.5,85211.0,132.08,42.82,,27.7,79.9,1.073,,59.2,1466.87,1237.7800858057944,1387.58,1585.8,11.0,6.3,11.0,5.0,20.0,6.3,1.7,default,New-Age Tech,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",EPS growth 79.9% — explosive | Revenue growth 27.7% | Earnings accelerating (fwd PE 42.82 vs 132.08) | Above 50 & 200 DMA — uptrend | RSI 59 — ideal 1Y entry zone | 6M return 12% — healthy,1-2 years,3,3964.5,251.16,2.9,0.375,4,Top-3 RS in New-Age Tech,55,Base: model score 55/100 from Quality+Growth+Technical+Momentum,no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,3964.5
KARURVYSYA,340.85,55,BUY,12,18,8,8,5,93.5,87.5,32876.0,11.98,10.35,,26.0,45.0,,77.0,75.2,409.02,320.3027332246465,409.02,409.02,20.0,6.0,20.0,20.0,20.0,6.0,3.3,default,Banking,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.27 — undervalued vs growth | Dividend 77.0% — paid to hold | EPS growth 45.0% — strong | Revenue growth 26.0% | Above 50 & 200 DMA — uptrend | 6M return 17% — healthy,1-2 years,14,4771.9,287.66,3.5,0.375,4,Top-3 RS in Banking,63,Base: model score 55/100 from Quality+Growth+Technical+Momentum | PEG 0.27 — growth clearly outpaces price (+8),ok,"[21 Jul 2026, inkl] Ahead of Market: 10 things that will decide stock market action on Wednesday",No,,,,14,4771.9
BHARTIHEXA,1645.8,55,BUY,10,5,14,8,10,38.2,100.0,82725.0,47.74,26.05,26.47,5.4,-4.7,85.654,1.12,63.1,1843.3,1561.3065656583383,1764.3,1922.29,12.0,5.1,12.0,7.2,16.8,5.1,2.4,default,Telecom,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 26.47% — excellent | Earnings accelerating (fwd PE 26.05 vs 47.74) | Above 50 & 200 DMA — uptrend | RSI 63 — slightly elevated | Mid 52W range (41%) | 6M return 7% — healthy,1-2 years,3,4937.4,253.48,3.6,0.375,8,"Top-3 RS in Telecom, Highest ROE in Telecom",47,Base: model score 55/100 from Quality+Growth+Technical+Momentum | D/E 85.654 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,4937.4
INDIANB,827.75,55,BUY,18,15,5,12,5,83.1,87.5,111488.0,8.79,7.58,16.17,10.3,47.5,,2.19,34.3,966.81,783.6657786727242,914.66,993.3,16.8,5.3,16.8,10.5,20.0,5.3,3.2,psu_bank,Banking,"pe_anchored, peg_1.0_fair_value, roe_pb_implied",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0% | roe_pb_implied: +10.5%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 16.17% — good | PEG ~0.19 — undervalued vs growth | Dividend 2.19% — paid to hold | EPS growth 47.5% — strong | Revenue growth 10.3% | RSI 34 — oversold, contrarian entry",1-2 years,6,4966.5,264.51,3.7,0.375,0,,63,Base: model score 55/100 from Quality+Growth+Technical+Momentum | PEG 0.19 — growth clearly outpaces price (+8),ok,"[26 Jul 2026, TradingView] Price to book forward of Indian Bank – NSE:INDIANB",No,,,,6,4966.5
CANBK,124.35,55,BUY,12,15,11,12,5,69.4,87.5,113129.0,5.69,5.35,,-12.9,62.2,,3.38,49.0,149.22,117.92671997564544,149.22,149.22,20.0,5.2,20.0,20.0,20.0,5.2,3.8,psu_bank,Banking,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",PEG ~0.09 — undervalued vs growth | Dividend 3.38% — paid to hold | EPS growth 62.2% — explosive | RSI 49 — ideal 1Y entry zone | Mid 52W range (42%) | 6M return -19% — healthy,1-2 years,40,4974.0,256.93,3.7,0.375,0,,63,Base: model score 55/100 from Quality+Growth+Technical+Momentum | PEG 0.09 — growth clearly outpaces price (+8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,40,4974.0
ICICIPRULI,510.6,55,BUY,5,20,18,12,0,22.6,20.8,74177.0,43.99,36.05,12.58,-83.1,61.4,19.037,32.0,58.9,566.77,484.7649987178144,536.13,612.72,11.0,5.1,11.0,5.0,20.0,5.1,2.2,default,Insurance,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",Dividend 32.0% — paid to hold | EPS growth 61.4% — explosive | Earnings accelerating (fwd PE 36.05 vs 43.99) | Above 50 DMA | RSI 59 — ideal 1Y entry zone | Near 52W low (21%) — good entry,1-2 years,9,4595.4,232.52,3.4,0.375,0,,55,Base: model score 55/100 from Quality+Growth+Technical+Momentum | PEG 0.72 — growth clearly outpaces price (+8) | D/E 19.037 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,9,4595.4
ENDURANCE,2820.0,55,BUY,11,15,16,8,5,63.3,83.3,39151.0,41.12,27.77,15.16,37.9,12.7,19.393,42.0,60.5,3130.2,2657.6846696152843,2961.0,3384.0,11.0,5.8,11.0,5.0,20.0,5.8,1.9,default,Auto & Ancillaries,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 15.16% — good | Dividend 42.0% — paid to hold | Revenue growth 37.9% — exceptional | Earnings accelerating (fwd PE 27.77 vs 41.12) | Above 50 & 200 DMA — uptrend | RSI 61 — ideal 1Y entry zone,1-2 years,1,2820.0,162.32,2.1,0.375,0,,47,Base: model score 55/100 from Quality+Growth+Technical+Momentum | D/E 19.393 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,1,2820.0
GESHIP,1367.0,55,BUY,18,22,3,12,0,90.2,54.2,19569.0,6.67,6.95,18.85,23.6,187.5,6.409,3.4,41.8,1640.4,1268.5161346856519,1640.4,1640.4,20.0,7.2,20.0,20.0,20.0,7.2,2.8,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +20.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 18.85% — good | PEG ~0.04 — undervalued vs growth | Dividend 3.4% — paid to hold | EPS growth 187.5% — explosive | Revenue growth 23.6% | Mid 52W range (53%),1-2 years,3,4101.0,295.45,3.0,0.375,0,,55,Base: model score 55/100 from Quality+Growth+Technical+Momentum | PEG 0.04 — growth clearly outpaces price (+8) | D/E 6.409 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,4101.0
CDSL,1338.0,55,BUY,23,5,15,12,0,25.4,79.2,28215.0,61.96,44.41,23.91,4.2,-19.9,0.11,95.0,50.6,1578.84,1273.3139657024612,1482.5,1675.18,18.0,4.8,18.0,10.8,25.2,4.8,3.8,default,Capital Markets Infra,fallback,"Fallback (no usable PE/EPS/ROE data) — capped score-based estimate, wide uncertainty band",fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 23.91% — excellent | D/E 0.11 — fortress balance sheet | Dividend 95.0% — paid to hold | Earnings accelerating (fwd PE 44.41 vs 61.96) | Above 50 DMA | RSI 51 — ideal 1Y entry zone,1-2 years,3,4014.0,194.06,3.0,0.375,0,,55,Base: model score 55/100 from Quality+Growth+Technical+Momentum,no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,4014.0
ERIS,1372.5,55,BUY,13,20,11,11,0,17.1,54.2,19768.0,31.56,23.33,18.07,7.1,200.0,60.545,1.04,36.9,1523.48,1290.0117546363447,1441.12,1647.0,11.0,6.0,11.0,5.0,20.0,6.0,1.8,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.","ROE 18.07% — good | PEG ~0.16 — undervalued vs growth | EPS growth 200.0% — explosive | Earnings accelerating (fwd PE 23.33 vs 31.56) | RSI 37 — oversold, contrarian entry | Near 52W low (26%) — good entry",1-2 years,3,4117.5,247.46,3.0,0.375,0,,55,Base: model score 55/100 from Quality+Growth+Technical+Momentum | PEG 0.16 — growth clearly outpaces price (+8) | D/E 60.545 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,3,4117.5
CHALET,802.65,55,BUY,18,11,14,12,0,29.5,54.2,18323.0,28.4,26.61,19.13,6.0,31.3,64.041,24.0,45.6,890.94,754.0172658320238,842.78,963.18,11.0,6.1,11.0,5.0,20.0,6.1,1.8,default,Diversified/Other,"pe_anchored, peg_1.0_fair_value",pe_anchored: +20.0% | peg_1.0_fair_value: +2.0%,fetch_failed,,,,,"Target/Target_Low/Target_High are MODEL estimates from 3 internal valuation methods (see Valuation_Methods_Used), NOT real analyst consensus. Check Real_Analyst_Target_* columns for actual street data if ANALYST_API_CONFIG is set, or verify independently otherwise.",ROE 19.13% — good | PEG ~0.91 — undervalued vs growth | Dividend 24.0% — paid to hold | EPS growth 31.3% — strong | RSI 46 — ideal 1Y entry zone | Near 52W low (29%) — good entry,1-2 years,6,4815.9,291.8,3.5,0.375,0,,55,Base: model score 55/100 from Quality+Growth+Technical+Momentum | PEG 0.91 — growth clearly outpaces price (+8) | D/E 64.041 — elevated leverage risk (-8),no_recent_news,No recent news found (No high-quality news within 14 days) — quant justification only,No,,,,6,4815.9
